endTime,artist,track,time
25/10/2021 18:04,Jeremy Zucker,julia,2.3375
25/10/2021 18:07,Bazzi,03:15,1.8795
25/10/2021 18:11,Bryce Vine,Drew Barrymore,3.185766667
25/10/2021 18:18,Khalid,Motion,3.6712
25/10/2021 21:09,Lil Durk,India,4.414366667
25/10/2021 21:13,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
25/10/2021 21:17,G-Eazy,Let's Get Lost (feat. Devon Baldwin),4.011333333
25/10/2021 21:21,Roy Woods,Drama (feat. Drake),4.19765
25/10/2021 21:26,SoMo,Ride,4.818883333
25/10/2021 21:29,Post Malone,Paranoid,3.696433333
25/10/2021 21:32,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2.634
25/10/2021 21:36,French Montana,Unforgettable,3.89835
25/10/2021 21:38,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,0.555816667
25/10/2021 21:43,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,4.137616667
25/10/2021 21:44,Travis Scott,CAN'T SAY,1.11325
25/10/2021 21:44,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),0.020616667
25/10/2021 21:44,Migos,Straightenin,0.017166667
25/10/2021 21:44,NAV,Never Change,0.103516667
25/10/2021 21:45,Internet Money,Thrusting (feat. Swae Lee & Future),1.404
25/10/2021 21:46,PnB Rock,I Like Girls (feat. Lil Skies),0.036766667
25/10/2021 21:50,Eminem,Love The Way You Lie,4.38955
25/10/2021 21:54,PARTYNEXTDOOR,Her Way,3.6105
25/10/2021 21:57,Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),3.520616667
25/10/2021 22:01,Gunna,Car Sick (feat. NAV & Metro Boomin),3.6636
25/10/2021 22:03,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2.725283333
25/10/2021 22:07,Kid Cudi,Another Day,3.329766667
25/10/2021 22:10,G-Eazy,Shoot Me Down (feat. Anthony Stewart),2.646266667
25/10/2021 22:13,NAV,Call Me,3.584433333
25/10/2021 22:17,NAV,Held Me Down,3.801766667
25/10/2021 22:19,Marshmello,You Can Cry,1.693733333
26/10/2021 08:52,Post Malone,Enemies (feat. DaBaby),0.03245
26/10/2021 08:55,Kendrick Lamar,LOVE. FEAT. ZACARI.,2.993733333
26/10/2021 08:58,Post Malone,Go Flex,2.99355
26/10/2021 09:01,Roddy Ricch,Start Wit Me (feat. Gunna),2.64485
26/10/2021 09:05,Yo Trane,Late Night Drive,4.206183333
26/10/2021 09:08,Marshmello,You Can Cry,3.242216667
26/10/2021 09:11,Metro Boomin,Don't Come Out The House (with 21 Savage),2.805766667
26/10/2021 09:12,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),1.00115
26/10/2021 09:21,Khalid,Motion,3.887166667
26/10/2021 09:24,Glass Animals,Heat Waves,3.191466667
26/10/2021 09:27,Surf Mesa,ily (i love you baby) (feat. Emilee),2.942433333
26/10/2021 09:29,Tate McRae,rubberband,2.3852
26/10/2021 09:32,Lauv,Tattoos Together,2.130833333
26/10/2021 09:37,LANY,Malibu Nights,4.782133333
26/10/2021 09:41,Jeremy Zucker,julia,4.347766667
26/10/2021 09:42,AURORA,Runaway,0.921533333
26/10/2021 09:49,Lil Tjay,20/20,0.005283333
26/10/2021 09:49,Verzache,Some Things,3.317716667
26/10/2021 09:55,Jhené Aiko,Sativa,4.616
26/10/2021 09:57,6LACK,Cutting Ties,2.541033333
26/10/2021 10:03,Nico Moreno,Purple Widow,3.5872
26/10/2021 10:09,Doruksen,ACXD,5.68305
26/10/2021 10:15,Lemane,Angry People,5.834383333
26/10/2021 10:16,Nico Moreno,Your Bad Company,0.721116667
26/10/2021 10:20,VCL,Acid Drop,4.37885
26/10/2021 10:23,VCL,Stay Safe & Drink Water,2.367833333
26/10/2021 10:26,J. Cole,MIDDLE CHILD,3.559883333
26/10/2021 10:29,Metro Boomin,Don't Come Out The House (with 21 Savage),0.007166667
26/10/2021 10:29,J. Cole,a m a r i,2.473683333
26/10/2021 10:33,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),3.636833333
26/10/2021 10:34,Metro Boomin,Don't Come Out The House (with 21 Savage),0.722383333
26/10/2021 10:34,Drake,Fair Trade (with Travis Scott),0.000383333
26/10/2021 10:36,XXXTENTACION,Everybody Dies In Their Nightmares,1.5911
26/10/2021 10:39,NAV,Champion (feat. Travis Scott),3.250883333
26/10/2021 10:42,Post Malone,Paranoid,1.533266667
26/10/2021 10:46,Drake,Fair Trade (with Travis Scott),4.79155
26/10/2021 10:48,Drake,No Friends In The Industry,0.568666667
26/10/2021 10:51,Travis Scott,WAKE UP,3.86605
26/10/2021 10:53,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",1.533983333
26/10/2021 10:57,Kendrick Lamar,PRIDE.,3.386716667
26/10/2021 10:59,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,2.619983333
26/10/2021 10:59,DJ Khaled,GREECE (feat. Drake),0.000383333
26/10/2021 11:04,Drake,Laugh Now Cry Later (feat. Lil Durk),4.32105
26/10/2021 11:07,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
26/10/2021 11:10,Don Toliver,No Idea,2.573733333
26/10/2021 11:10,Post Malone,Goodbyes (feat. Young Thug),0.07025
26/10/2021 11:13,Lil Uzi Vert,Leaders (feat. NAV),3.247383333
26/10/2021 11:24,NAV,Myself,2.918266667
26/10/2021 11:53,PARTYNEXTDOOR,Come and See Me (feat. Drake),3.924616667
26/10/2021 11:55,Ryan Caraveo,Nutcase,2.44565
26/10/2021 11:59,Glass Animals,Heat Waves,3.980083333
26/10/2021 12:03,BoyWithUke,Two Moons,3.745783333
26/10/2021 12:05,Omar Apollo,Hey Boy (feat. Kali Uchis),1.702666667
26/10/2021 12:06,6LACK,ATL Freestyle,1.338766667
26/10/2021 13:36,6LACK,ATL Freestyle,3.27075
26/10/2021 13:38,The Weeknd,Missed You - Bonus Track,2.408983333
26/10/2021 13:42,Bryce Vine,Drew Barrymore,3.185766667
26/10/2021 13:45,Frank Ocean,Thinkin Bout You,3.345766667
26/10/2021 13:49,Bruno Mars,Versace on the Floor,4.354
26/10/2021 13:54,Khalid,OTW,4.38355
26/10/2021 13:57,Lil Tjay,Calling My Phone,3.4243
26/10/2021 14:01,PnB Rock,Selfish,4.0934
26/10/2021 14:04,Kina,Get You The Moon (feat. Snøw),2.984666667
26/10/2021 14:07,guccihighwaters,i thought i died inside,3.108
26/10/2021 14:11,Haux,Homegrown,1.243983333
26/10/2021 15:07,J. Cole,Deja Vu,4.412433333
26/10/2021 15:11,PARTYNEXTDOOR,Her Way,4.008183333
26/10/2021 15:14,Lil Peep,white wine,2.613333333
26/10/2021 15:33,Meric Again,Take Off (feat. Paul Rey),2.377483333
26/10/2021 15:38,NAV,Never Change,3.0211
26/10/2021 15:40,Tory Lanez,Broke Leg (with Quavo & Tyga),2.760066667
26/10/2021 15:45,Eminem,Love The Way You Lie,4.38955
26/10/2021 15:49,Sik World,Idgaf,3.864283333
26/10/2021 15:53,Gucci Mane,Wake Up in the Sky,3.386016667
26/10/2021 15:56,Ramz,Barking,3.380433333
26/10/2021 15:58,Lil Baby,Yes Indeed,2.371216667
26/10/2021 16:01,Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn),2.630866667
26/10/2021 16:04,PARTYNEXTDOOR,BELIEVE IT,3.05365
26/10/2021 16:08,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
26/10/2021 16:11,G-Eazy,Remember You (feat. blackbear),3.598
26/10/2021 16:16,NAV,Bring It Back,3.149333333
26/10/2021 16:20,G-Eazy,"Me, Myself & I",1.88945
26/10/2021 16:23,NAV,Champion (feat. Travis Scott),3.250883333
26/10/2021 16:27,J. Cole,a m a r i,2.473683333
26/10/2021 16:30,DJ Khaled,POPSTAR (feat. Drake),3.337016667
26/10/2021 16:35,Drake,TSU,5.145916667
26/10/2021 16:39,Drake,IMY2 (with Kid Cudi),4.2063
26/10/2021 16:44,Post Malone,Candy Paint,3.792216667
26/10/2021 16:47,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,3.342216667
26/10/2021 16:50,Juice WRLD,Bandit (with YoungBoy Never Broke Again),3.155366667
26/10/2021 16:54,Lil Uzi Vert,Leaders (feat. NAV),3.247383333
26/10/2021 16:57,Post Malone,Go Flex,2.99355
26/10/2021 17:02,Migos,Straightenin,1.491916667
26/10/2021 17:05,Kendrick Lamar,LOVE. FEAT. ZACARI.,3.556666667
26/10/2021 17:10,Lil Tjay,What You Wanna Do,4.086333333
26/10/2021 17:13,Travis Scott,CAN'T SAY,3.3068
26/10/2021 17:15,Juice WRLD,All Girls Are The Same,1.67335
26/10/2021 17:18,NAV,Call Me,2.708833333
26/10/2021 17:19,NAV,Call Me,0.904616667
26/10/2021 17:21,NAV,Rack In My Sleep (feat. 88GLAM),2.67795
26/10/2021 17:24,XXXTENTACION,SAD!,2.77675
26/10/2021 17:27,Drake,Fountains (with Tems),3.20695
26/10/2021 17:31,PARTYNEXTDOOR,Her Way,3.6105
26/10/2021 17:35,DJ Khaled,GREECE (feat. Drake),3.64835
26/10/2021 17:36,Tory Lanez,Broke Leg (with Quavo & Tyga),1.6837
26/10/2021 17:40,G-Eazy,Remember You (feat. blackbear),3.598
26/10/2021 17:43,Eluzai,call my friends...,3.2857
26/10/2021 17:46,Roddy Ricch,Start Wit Me (feat. Gunna),2.64485
26/10/2021 17:49,Lil Baby,Close Friends (Lil Baby & Gunna),3.398016667
26/10/2021 17:53,Jeremih,Impatient,4.092
26/10/2021 17:57,Gunna,Car Sick (feat. NAV & Metro Boomin),3.6636
26/10/2021 17:59,XXXTENTACION,whoa (mind in awe),2.473066667
26/10/2021 17:59,Jez Dior,Old No. 7 - Feat. G-Eazy,0.03455
26/10/2021 18:03,Lil Tjay,Leaked (feat. Lil Wayne) - Remix,3.342216667
26/10/2021 18:04,SZA,Love Galore (feat. Travis Scott),1.194483333
26/10/2021 18:32,SZA,Love Galore (feat. Travis Scott),4.2621
26/10/2021 18:35,Gunna,Helluva Price,2.429933333
26/10/2021 18:38,Meric Again,Take Off (feat. Paul Rey),3.55
26/10/2021 18:41,SSGKobe,thrax,2.472666667
26/10/2021 18:42,Roddy Ricch,High Fashion (feat. Mustard),1.152733333
26/10/2021 18:44,Teqkoi,Hurting You Hurt Me Too,1.582416667
26/10/2021 18:47,Kudasaibeats,The Girl I Haven't Met (Biskwiq Flip),3.237
26/10/2021 18:51,Peachy!,sorries,3.58095
26/10/2021 18:53,Talented1337,Baby You're Worth It (Slowed & Reverbed),2.516466667
26/10/2021 18:57,Joji,SLOW DANCING IN THE DARK,3.487883333
26/10/2021 18:59,sagun,I'm Drunk And Confused,2.6
26/10/2021 19:03,WYS,Snowman,3.252266667
26/10/2021 19:04,Kasper Lindmark,Intimate,1.052616667
26/10/2021 19:07,Jhove,Above Clouds,2.815316667
26/10/2021 19:09,LRN Slime,One Dance,1.205466667
26/10/2021 19:11,Teqkoi,I'm Not Enough and I'm Sorry,2
26/10/2021 19:14,xander.,Rain Come Again,3.146666667
26/10/2021 19:16,Shiloh Dynasty,Dance with Me,1.45685
26/10/2021 19:22,Petit Biscuit,Night Trouble,6.520933333
26/10/2021 19:25,Alicks,Next to You,3.097683333
26/10/2021 19:27,prxz,Love Is More Depressing Than Depression,2.221266667
26/10/2021 19:30,Monty Datta,With Somebody Else,2.6901
26/10/2021 19:33,Towerz,choices,3.093016667
26/10/2021 19:35,Kochetkovv,04:44 AM,2.031883333
26/10/2021 19:38,Clairo,Flaming Hot Cheetos,2.064733333
26/10/2021 19:41,Purrple Cat,Reflection,3.187616667
26/10/2021 19:43,Joji,worldstar money (interlude),2.1052
26/10/2021 19:50,Kid Francescoli,Moon (And It Went Like),6.510633333
26/10/2021 19:52,mell-ø,Stargazing,2
26/10/2021 19:54,Lilac,Honey & Lemon,1.756216667
26/10/2021 19:57,sophie meiers,Bruises and Satin - Demo,3.0552
26/10/2021 20:03,Ben Howard,Promise,6.401333333
26/10/2021 20:05,dontaskalex,Heaven,1.92
26/10/2021 20:09,UMI,Butterfly,2.675
26/10/2021 20:10,cryy,until sunrise,1.72
26/10/2021 20:13,Lo'fi Boy,Sex for Breakfast,2.449383333
26/10/2021 20:14,Nohidea,you don't have to cry,1.60465
26/10/2021 20:20,Fink,Yesterday Was Hard On All Of Us,5.604216667
26/10/2021 20:23,Jhove,After Hours,2.426633333
26/10/2021 20:27,Else,Paris,3.495133333
26/10/2021 20:29,Misc.Inc,Virtue,2.977766667
26/10/2021 20:32,Lilac,Last Train Home Together,1.9759
26/10/2021 20:34,Jhove,closed eyes,2.3027
26/10/2021 20:38,The Neighbourhood,Sadderdaze,4.0971
26/10/2021 20:41,sagun,I'll Keep You Safe,3.097916667
26/10/2021 20:44,Floreyyyy,Not Even Her (feat. Shiloh),2.91165
26/10/2021 20:46,Teqkoi,Please Come Back,2.02535
26/10/2021 20:52,Drake,The Remorse,5.853666667
26/10/2021 20:55,Powfu,death bed (coffee for your head),2.888883333
26/10/2021 20:57,Shiloh Dynasty,Dance with Me,1.45685
26/10/2021 21:00,keshi,skeletons,2.541333333
26/10/2021 21:02,Misc.Inc,Virtue,2.977766667
26/10/2021 21:05,Floreyyyy,Not Even Her (feat. Shiloh),2.91165
26/10/2021 21:07,Kochetkovv,04:44 AM,2.031883333
26/10/2021 21:10,WYS,Snowman,3.252266667
26/10/2021 21:12,Clairo,Flaming Hot Cheetos,2.064733333
26/10/2021 21:15,Kina,Baby You're Worth It,2.182083333
26/10/2021 21:18,eaup,you're not lost,2.467283333
26/10/2021 21:19,SPEECHLESS,Alone Forever,1.345983333
26/10/2021 21:22,Towerz,choices,3.093016667
26/10/2021 21:24,Linearwave,dreamy,1.965216667
26/10/2021 21:26,Lilac,Last Train Home Together,1.9759
26/10/2021 21:29,Kina,Are You Still With Him,3.226116667
26/10/2021 21:33,Verzache,January,3.272716667
26/10/2021 21:36,keshi,2 soon,3.44185
26/10/2021 21:38,Kurt Stewart,Dormant,2.133333333
26/10/2021 21:40,Joji,worldstar money (interlude),2.1052
26/10/2021 21:43,Peachy!,Falling for U,2.066666667
26/10/2021 21:45,Julia Alexa,everything i couldn't be,2.167533333
26/10/2021 21:49,LRN Slime,Letter to Jarad,3.410983333
26/10/2021 21:51,Kina,Get You The Moon (feat. Snøw),2.984666667
26/10/2021 21:54,Lo'fi Boy,Sex for Breakfast,2.449383333
26/10/2021 21:55,Linearwave,love within,1.618316667
26/10/2021 21:57,guccihighwaters,i thought i died inside,0.0204
26/10/2021 21:57,guccihighwaters,i thought i died inside,1.191666667
26/10/2021 21:59,ENRA,Haven,2.056366667
26/10/2021 22:01,kokoro,delusions,2.107316667
26/10/2021 22:03,mell-ø,Stargazing,2
26/10/2021 22:06,colours in the dark,Luar,2.2857
26/10/2021 22:08,Jordy Chandra,Hope You Are Okay,1.930433333
26/10/2021 22:11,Purrple Cat,Reflection,3.187616667
26/10/2021 22:13,SHRK,I'll Bite Your Soul,2.0531
26/10/2021 22:15,Linearwave,late nights,2.144916667
26/10/2021 22:17,WYS,Quiet,1.6453
26/10/2021 22:19,Rook1e,"memories of her, last winter",1.918916667
26/10/2021 22:21,Powfu,death bed (coffee for your head),2.888883333
26/10/2021 22:23,prxz,Cigarettes and Sex,2.000966667
26/10/2021 22:26,Finding Hope,03:00 AM,2.50345
26/10/2021 22:31,Marc Seguí,Tiroteo - Remix,5.35925
26/10/2021 22:32,Drake,Toosie Slide,0.430666667
26/10/2021 22:36,Sech,Otro Trago,3.76555
26/10/2021 22:37,The Weeknd,The Hills,1.1244
27/10/2021 00:50,Marc Seguí,Tiroteo - Remix,1.125333333
27/10/2021 09:55,Marc Seguí,Tiroteo - Remix,5.1121
27/10/2021 09:56,Lil Skies,Fade Away,0.064516667
27/10/2021 10:01,Tyga,Leather in The Rain (feat. Kyndall),0.017333333
27/10/2021 10:01,Polo G,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),0.0185
27/10/2021 10:01,Lil Skies,Fade Away,0.084566667
27/10/2021 10:01,Marc Seguí,Tiroteo - Remix,5.35925
27/10/2021 10:01,XXXTENTACION,Jocelyn Flores,0.002016667
27/10/2021 10:05,Tyga,Leather in The Rain (feat. Kyndall),3.475066667
27/10/2021 10:06,Gunna,Helluva Price,1.195733333
27/10/2021 10:09,NAV,Call Me,3.584433333
27/10/2021 10:10,The Chainsmokers,Who Do You Love,0.6743
27/10/2021 10:14,Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)",4.418666667
27/10/2021 10:16,Jon Bellion,Morning In America,1.653066667
27/10/2021 10:19,Bazzi,Young & Alive,0.181416667
27/10/2021 10:19,CKay,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,3.139466667
27/10/2021 10:23,Bad Bunny,Yonaguni,3.445166667
27/10/2021 10:26,Dawin,Dessert,3.514883333
27/10/2021 10:30,Drake,Nonstop,3.895316667
27/10/2021 10:34,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),3.226133333
27/10/2021 10:37,Aaryan Shah,Demon Time,3.16295
27/10/2021 10:39,Jeremy Zucker,wildfire,2.716666667
27/10/2021 10:44,Eminem,Bad Meets Evil,4.218883333
27/10/2021 10:45,G-Eazy,Almost Famous,1.574133333
27/10/2021 11:03,G-Eazy,Almost Famous,0.019866667
27/10/2021 11:05,YoungBoy Never Broke Again,Hot Now,1.876416667
27/10/2021 11:07,Afrojack,Ten Feet Tall,2.1746
27/10/2021 11:08,Jason Mraz,I Won't Give Up,0.048933333
27/10/2021 11:10,Ryan Caraveo,Nutcase,2.44565
27/10/2021 11:15,Angus & Julia Stone,Chateau,4.559333333
27/10/2021 11:19,Rilès,NSFW,3.712083333
27/10/2021 11:21,XXXTENTACION,Look At Me!,2.10575
27/10/2021 11:23,6LACK,First Fuck,2.173316667
27/10/2021 11:23,J. Cole,Deja Vu,0.1815
27/10/2021 11:27,J. Cole,Love Yourz,3.528
27/10/2021 11:35,J. Cole,G.O.M.D.,5.018883333
27/10/2021 11:39,J. Cole,Fire Squad,4.803333333
27/10/2021 11:43,J. Cole,Wet Dreamz,3.988666667
27/10/2021 11:44,J. Cole,Note to Self,0.716916667
27/10/2021 12:27,J. Cole,Apparently,4.884
27/10/2021 12:29,J. Cole,A Tale of 2 Citiez,2.568033333
27/10/2021 12:34,Bruno Mars,Versace on the Floor,4.354
27/10/2021 12:38,Hardwell,Young Again (feat. Chris Jones),3.665766667
27/10/2021 12:42,Rae Sremmurd,Black Beatles,4.415816667
27/10/2021 12:47,Marc Seguí,Tiroteo - Remix,5.35925
27/10/2021 12:50,One Direction,No Control,2.042883333
27/10/2021 12:55,Marc Seguí,Tiroteo - Remix,5.35925
27/10/2021 12:58,Drake,F*****g Fans,0.284883333
27/10/2021 12:58,Tom Odell,Heal,3.002266667
27/10/2021 13:01,Young Nudy,Hell Shell,2.708766667
27/10/2021 13:02,Kid Cudi,Another Day,0.598216667
27/10/2021 13:02,Drake,IMY2 (with Kid Cudi),0.013283333
27/10/2021 13:06,NAV,Call Me,3.584433333
27/10/2021 13:06,NAV,Held Me Down,0.00155
27/10/2021 13:10,NAV,Myself,3.767333333
27/10/2021 13:13,Tory Lanez,10 F*CKS (with Mansa),2.829383333
27/10/2021 13:15,Lil Durk,India,2.315366667
27/10/2021 13:17,Travis Scott,CAN'T SAY,1.847383333
27/10/2021 13:18,Travis Scott,YOSEMITE,0.358733333
27/10/2021 13:18,Eminem,Love The Way You Lie,0.039733333
27/10/2021 13:18,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),0.031666667
27/10/2021 13:22,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),3.636833333
27/10/2021 13:26,Eminem,Love The Way You Lie,4.345933333
27/10/2021 13:30,Kendrick Lamar,LOVE. FEAT. ZACARI.,3.556666667
27/10/2021 13:32,PnB Rock,I Like Girls (feat. Lil Skies),2.51755
27/10/2021 13:37,SZA,Love Galore (feat. Travis Scott),4.584666667
27/10/2021 13:40,Kid Cudi,Another Day,3.329766667
27/10/2021 13:43,Russ,BEST ON EARTH (feat. BIA) - Bonus,2.678666667
27/10/2021 13:47,Playboi Carti,wokeuplikethis*,3.925583333
27/10/2021 13:51,Yo Trane,Late Night Drive,4.206183333
27/10/2021 13:56,Young Thug,Chanel (Go Get It) [feat. Gunna & Lil Baby],2.3952
27/10/2021 14:02,Marc Seguí,Tiroteo - Remix,5.35925
27/10/2021 14:05,Travis Scott,YOSEMITE,2.500716667
27/10/2021 14:09,Jaden,PCH,2.332016667
27/10/2021 14:16,Marc Seguí,Tiroteo - Remix,3.293333333
27/10/2021 14:24,Uzair Jaswal,Tere Bin Nahi Laage (Male Version),0.177733333
27/10/2021 14:24,Marc Seguí,Tiroteo - Remix,5.117983333
27/10/2021 15:22,Post Malone,Go Flex,2.99355
27/10/2021 15:25,Post Malone,I Fall Apart,3.722433333
27/10/2021 15:28,GASHI,Roses,2.826216667
27/10/2021 15:31,XXXTENTACION,whoa (mind in awe),2.6296
27/10/2021 15:35,Kid Cudi,Another Day,3.329766667
27/10/2021 15:38,Lil Uzi Vert,Leaders (feat. NAV),3.247383333
27/10/2021 15:42,Post Malone,Paranoid,3.696433333
27/10/2021 15:46,Chris Brown,No Guidance (feat. Drake),4.344
27/10/2021 15:49,Post Malone,Goodbyes (feat. Young Thug),2.914216667
27/10/2021 15:53,G-Eazy,Remember You (feat. blackbear),0.0099
27/10/2021 15:53,SSGKobe,MIA,0.92325
27/10/2021 15:53,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
27/10/2021 16:10,Marc Seguí,Tiroteo - Remix,2.900666667
27/10/2021 19:16,Marc Seguí,Tiroteo - Remix,5.112333333
27/10/2021 19:19,Octavian,Take It Easy (feat. Smokepurpp),0.020333333
27/10/2021 19:19,G-Eazy,No Limit,0.000383333
27/10/2021 19:19,Tory Lanez,Say It,0.182616667
27/10/2021 19:19,One Direction,Story of My Life,0.051933333
27/10/2021 19:19,StaySolidRocky,Party Girl,0.287066667
27/10/2021 19:19,Swedish House Mafia,Don't You Worry Child - Radio Edit,0.000266667
27/10/2021 19:19,NF,Can You Hold Me,0.241666667
27/10/2021 19:19,Future,Life Is Good (feat. Drake),0
27/10/2021 19:19,6LACK,Let Her Go,2.95285
27/10/2021 19:19,Eminem,Cleanin' Out My Closet,0.000383333
27/10/2021 19:25,Marc Seguí,Tiroteo - Remix,5.35925
27/10/2021 19:27,Marshmello,Happier,0.1316
27/10/2021 19:27,Dave,Funky Friday,1.755733333
27/10/2021 19:29,BoyWithUke,Two Moons,2.7646
27/10/2021 19:30,bülow,Sweet Little Lies,0.064133333
27/10/2021 19:30,Farruko,Pepas,0.1275
27/10/2021 19:33,NAV,Call Me,3.584433333
27/10/2021 19:37,French Montana,Unforgettable,3.89835
27/10/2021 19:40,Zara Larsson,Lush Life,2.84495
27/10/2021 20:19,Tyga,Leather in The Rain (feat. Kyndall),0.01
27/10/2021 20:22,Verzache,January,3.272716667
27/10/2021 20:22,Garrett Nash,be,0.29075
27/10/2021 20:26,Verzache,January,0.011333333
27/10/2021 20:26,H.E.R.,Slide,3.891
27/10/2021 20:29,Khalid,Coaster,3.318666667
27/10/2021 20:32,AURORA,Runaway,2.250633333
27/10/2021 20:35,ODIE,North Face,3.279983333
27/10/2021 20:39,ZAYN,Entertainer,2.680233333
27/10/2021 20:42,Frank Ocean,Thinkin Bout You,3.345766667
27/10/2021 20:45,Kaien Cruz,X N O,3.0502
27/10/2021 20:49,Bryce Vine,Drew Barrymore,3.185766667
27/10/2021 20:51,Vancouver Sleep Clinic,Closure,2.728716667
27/10/2021 20:54,Ruel,too many feelings,3.115583333
27/10/2021 20:55,Surf Mesa,ily (i love you baby) (feat. Emilee),0.100416667
27/10/2021 20:59,Neanderthal,Get Out of My Head,3.833333333
27/10/2021 21:02,Verzache,Some Things,3.657133333
27/10/2021 21:07,ZAYN,Entertainer,3.376666667
27/10/2021 21:11,Russ,Sep-16,4.164433333
27/10/2021 21:17,Drake,Marvins Room,5.7871
27/10/2021 21:21,Chris Brown,No Guidance (feat. Drake),0.081166667
27/10/2021 21:21,Aaron Smith,Dancin - Krono Remix,1.260883333
27/10/2021 21:25,SZA,Love Galore (feat. Travis Scott),4.584666667
27/10/2021 21:28,NAV,Never Change,3.0211
27/10/2021 21:32,Playboi Carti,wokeuplikethis*,3.925583333
27/10/2021 21:35,PnB Rock,I Like Girls (feat. Lil Skies),2.517533333
27/10/2021 21:41,Daft Punk,Instant Crush (feat. Julian Casablancas),5.626
27/10/2021 21:44,Belly,What You Want,3.265333333
27/10/2021 21:47,Yung Gravy,Whip A Tesla,2.562216667
27/10/2021 21:51,G-Eazy,"West Coast (feat. Blueface, ALLBLACK & YG)",4.282766667
27/10/2021 21:54,Don Toliver,No Idea,2.573733333
27/10/2021 21:58,G-Eazy,Let's Get Lost (feat. Devon Baldwin),4.011333333
27/10/2021 22:02,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),3.532
27/10/2021 22:04,XXXTENTACION,Moonlight,2.2515
27/10/2021 22:07,GASHI,Roses,2.826216667
27/10/2021 22:10,Doja Cat,Juicy,3.384883333
27/10/2021 22:14,Sik World,Idgaf,3.864283333
27/10/2021 22:18,Young Thug,pick up the phone,4.204366667
27/10/2021 22:21,Aminé,RATCHET SATURN GIRL,2.442883333
27/10/2021 22:24,Post Malone,Candy Paint,3.792216667
27/10/2021 22:28,Metro Boomin,Space Cadet (feat. Gunna),3.387766667
27/10/2021 22:32,J. Cole,Deja Vu,4.412433333
27/10/2021 22:36,Migos,Straightenin,4.258866667
27/10/2021 22:39,Roddy Ricch,Start Wit Me (feat. Gunna),2.64485
27/10/2021 22:43,Jez Dior,Old No. 7 - Feat. G-Eazy,3.73245
27/10/2021 22:47,Yo Trane,Late Night Drive,4.206183333
27/10/2021 22:50,Kid Cudi,Another Day,3.329766667
27/10/2021 22:54,Pop Smoke,Mood Swings (feat. Lil Tjay),3.55555
27/10/2021 22:57,Young T & Bugsey,Don't Rush (feat. Headie One),3.460666667
27/10/2021 23:00,Juice WRLD,Blood On My Jeans,2.57945
27/10/2021 23:03,Roddy Ricch,late at night,2.911366667
27/10/2021 23:05,NAV,Glow Up,2.677766667
27/10/2021 23:08,Kendrick Lamar,HUMBLE.,2.95
27/10/2021 23:12,G-Eazy,I Mean It (feat. Remo),3.941333333
27/10/2021 23:16,PARTYNEXTDOOR,Her Way,3.6105
27/10/2021 23:19,Meric Again,Take Off (feat. Paul Rey),3.55
27/10/2021 23:22,Lil Baby,Drip Too Hard (Lil Baby & Gunna),2.4257
27/10/2021 23:24,SSGKobe,thrax,2.472666667
27/10/2021 23:29,Drake,Fair Trade (with Travis Scott),4.852916667
27/10/2021 23:32,Post Malone,Go Flex,2.99355
27/10/2021 23:35,Post Malone,Go Flex,0.020833333
27/10/2021 23:35,Post Malone,I Fall Apart,3.0153
27/10/2021 23:36,SSGKobe,thrax,0.024333333
27/10/2021 23:36,Drake,Fair Trade (with Travis Scott),0.220666667
27/10/2021 23:37,Drake,Fair Trade (with Travis Scott),1.545333333
27/10/2021 23:41,Lil Tjay,20/20,3.8408
27/10/2021 23:43,Metro Boomin,10AM/Save The World (feat. Gucci Mane),1.921666667
28/10/2021 08:28,Kanye West,Moon,2.601516667
28/10/2021 08:31,Ziad,Let You Go,2.749383333
28/10/2021 08:32,MOGUAI,Body Talk (Mammoth),1.4013
28/10/2021 08:35,J Balvin,Otra Noche Sin Ti,0.880666667
28/10/2021 08:41,J Balvin,Otra Noche Sin Ti,2.935216667
